3312,311
4287,110
5705,265
4408,188
1752,132
597,138
3021,39
4435,132
6544,61
2581,223
6027,145
6514,248
2011,92
6145,1
5906,126
861,297
508,342
969,225
4714,338
1910,96
2847,147
4171,147
2697,289
4856,294
5857,223
4190,147
1826,132
1696,129
2450,110
2779,297
3602,293
890,334
458,251
5987,223
4038,246
1955,30
2834,96
1043,311
4512,65
6126,288
4678,225
3128,293
1011,68
5861,110
369,342
1395,303
2830,138
512,358
2858,265
6593,299
403,290
5953,322
548,1
1494,225
4750,223
2380,316
1053,223
654,357
90,181
1650,147
3275,223
3139,129
3490,129
684,293
3889,311
4274,50
1530,129
5905,92
4876,129
1443,248
1760,223
3499,39
983,112
4191,233
993,301
5765,41
2199,299
1436,262
5106,41
5667,39
323,200
6457,248
6491,197
600,138
4836,248
3537,193
6015,248
3860,293
6497,77
184,297
2788,117
2612,225
3585,181
1435,125
5686,311
2387,125
2501,288
306,80
4847,303
234,126
1791,147
6280,129
4093,293
6539,223
5700,265
6286,135
1741,194
3813,39
2824,223
581,65
3225,261
280,337
1762,266
4444,80
5068,96
6296,251
2680,261
5754,311
1750,147
2677,288
6113,293
5929,50
1493,128
1235,41
719,241
2559,306
5726,287
4768,293
5327,287
1602,138
4412,337
1681,223
4199,265
3842,73
2997,1
2463,294
5498,265
4852,293
5616,293
2768,132
3383,320
374,342
2757,219
584,139
5364,47
4574,96
5820,135
4853,114
2184,305
5824,342
6170,279
3050,359
4686,100
1973,264
4882,335
878,342
3082,322
943,108
2470,337
5904,114
6084,38
6078,39
3205,115
4599,303
1886,83
378,39
202,73
4411,170
4385,115
3619,129
2558,337
5737,132
767,91
3639,303
1677,193
4637,166
4265,132
1203,239
3451,40
6320,29
5504,228
2229,96
5998,115
5260,266
260,148
2230,112
1122,135
2853,342
2763,264
3416,248
2185,132
2473,297
6590,223
5020,194
6052,294
4482,303
4140,49
1209,103
569,50
2330,225
3949,161
2154,49
6699,199
1794,132
2160,96
1254,180
375,228
1939,57
4694,303
4978,67
5713,265
2394,302
1462,30
6365,72
5718,223
2250,151
2649,359
631,129
1342,248
685,114
13,251
4603,96
553,311
3096,1
4837,223
6010,132
2910,138
6278,68
3972,81
2047,293
3138,288
6028,350
5568,228
227,132
4866,103
2042,261
5997,251
5725,1
6451,80
716,39
4943,129
2793,39
6168,228
481,122
2669,96
1146,157
6270,38
2249,77
1485,96
3789,103
2575,231
4926,342
6116,96
6357,289
4059,303
4033,311
4206,90
4177,303
1202,248
5082,318
3582,112
3306,38
3819,251
3089,129
1263,248
5745,42
3407,251
133,39
1888,311
5454,85
3234,225
612,248
2546,138
6460,115
2216,303
2097,298
3907,322
3299,279
4048,83
2499,287
5684,316
5583,1
2857,210
3188,279
2666,56
3797,311
2108,225
5629,236
5979,286
186,254
6639,303
3004,228
968,58
6048,1
4096,265
168,41
5396,4
1064,270
5794,293
4701,248
2860,261
5044,258
1010,31
579,357
2290,36
3037,96
6219,129
3392,303
2179,342
864,99
5960,223
4770,129
5216,236
5992,303
2479,323
1908,75
30,225
951,174
3017,117
3549,132
134,293
3163,286
5289,225
4288,322
2050,194
2204,96
1082,248
1651,288
461,132
1339,22
3219,311
4912,316
5777,264
5253,316
5525,293
5664,132
3083,39
5936,311
3890,96
242,129
484,294
2820,223
3051,129
278,289
1897,293
2642,320
3534,38
5270,286
1928,96
5239,41
4340,132
2353,45
4354,223
6395,1
1990,35
2323,249
342,293
6661,342
3269,192
4612,6
3496,80
618,183
4457,36
6686,73
4794,286
2505,228
6691,108
1935,293
1564,311
4154,288
1613,290
6149,39
2051,147
3992,223
4965,251
1215,83
5222,342
3009,243
