2822,47
1983,190
3308,302
693,92
5506,288
6194,147
5404,196
3619,132
4473,112
332,262
6159,219
3721,38
3714,79
2795,137
2118,303
1037,316
3501,301
2384,236
5883,39
6520,132
5471,31
840,225
2233,132
2779,132
5966,193
16,265
3513,14
3234,225
2534,292
2924,223
6259,301
4559,138
5573,159
4562,42
1177,70
718,32
6280,129
6177,56
4928,7
5531,83
4909,293
3323,57
5348,1
2079,265
5246,174
264,302
6557,250
517,337
2352,172
741,147
2326,308
4799,61
1808,41
5846,96
4293,2
5806,316
5559,228
1582,98
6491,29
2294,293
685,70
1827,147
827,301
3667,42
4137,97
2017,10
6399,159
4503,251
2442,249
555,279
4721,157
6590,10
3860,318
4248,10
152,1
3998,301
2204,61
3385,204
635,254
5165,125
2980,245
106,132
5875,228
2095,157
4693,5
3111,223
1993,138
426,138
3979,47
2207,125
5761,248
1477,97
6668,355
1856,90
384,287
6424,219
1420,157
1690,342
455,225
2842,251
1240,106
323,225
330,246
6106,132
1557,348
3622,132
1128,132
2252,319
3068,117
2236,345
2866,138
1210,147
5712,147
3454,100
1633,117
5629,157
4407,129
4708,112
5406,286
5039,192
4190,147
4881,288
2943,248
6661,342
4202,110
5216,236
5346,223
3228,265
991,41
344,311
2756,251
6317,337
3470,171
1118,248
3810,268
5133,277
462,249
562,167
6514,248
4191,223
387,219
1744,226
5116,188
2438,241
5293,303
5879,290
4194,96
2800,288
981,248
1663,83
2995,112
513,39
6694,288
1822,97
5972,288
768,99
3369,53
1151,120
3578,1
2706,299
4216,248
970,326
1536,223
2538,265
1542,299
3624,287
4689,277
1764,44
530,243
6117,129
3921,293
2324,323
1558,197
396,41
3784,31
5079,190
1150,267
2267,147
1238,344
2656,316
1650,147
848,44
6,10
5797,10
4387,248
6134,228
3460,303
369,342
1628,3
2454,132
3549,132
626,212
6016,225
1899,172
5257,41
6055,297
1506,342
3733,275
1213,73
5715,290
1119,48
2485,288
6690,270
1440,136
2086,75
3036,293
5455,56
2355,30
1278,311
5023,129
3173,328
3498,232
273,236
1072,227
6276,63
291,157
6161,265
5080,251
712,190
661,137
6673,303
4653,279
4960,223
3693,225
784,39
3856,241
6392,3
931,10
4145,320
1805,71
1320,311
161,112
277,83
193,276
4225,84
4518,228
2357,210
2495,49
4718,279
2747,293
2631,225
451,96
1004,138
6646,132
4349,191
5000,275
5333,302
5519,39
4263,166
1754,282
6258,342
5767,39
94,1
789,248
3257,261
5827,269
2666,112
5622,65
4887,129
947,80
6621,200
2682,112
1030,301
5913,129
5570,279
875,5
5703,147
4314,239
4511,54
3754,55
378,39
403,301
3272,240
1299,1
1588,298
4177,303
39,350
5295,1
3171,288
4940,50
3076,225
366,228
4637,168
3637,225
3919,139
673,248
851,301
3522,251
3082,1
2225,41
5747,132
1215,236
4949,311
2381,251
2972,265
4807,1
502,147
5443,215
3136,311
6648,193
4222,115
6092,311
1469,303
822,41
773,172
204,106
5351,282
3091,248
5876,166
1815,316
1186,147
4660,274
2301,358
5887,10
2932,165
5268,303
2811,248
4030,251
71,147
4862,129
2734,39
4358,265
1190,241
5452,248
3675,56
463,262
2369,96
359,293
2942,265
1842,90
4136,316
3026,115
4819,129
6536,147
5236,211
4994,5
2784,303
1971,265
4553,223
174,277
258,144
4447,299
1324,239
1631,93
1936,195
5652,288
5323,341
1968,248
5990,218
3073,70
2060,139
320,5
180,147
3011,316
3274,299
3164,129
568,293
3072,207
1901,132
1978,181
3275,1
4824,303
1313,248
4568,293
4042,337
4645,1
4328,223
2025,342
1938,225
774,169
4254,303
563,282
1188,312
303,283
548,1
371,355
6025,311
5588,223
5209,96
623,261
3704,157
4560,44
1382,1
4836,223
6404,216
3685,248
418,287
6265,129
2258,301
1816,274
2453,129
1175,348
1230,267
3325,10
1820,168
471,193
831,316
5163,129
4529,147
1597,248
6048,1
4459,147
4747,228
4291,248
1902,39
4307,147
3935,1
2865,89
2397,112
1622,132
3985,293
47,96
1513,63
2977,110
5155,1
2826,293
3796,183
5462,223
5968,254
4198,337
522,248
3841,53
2064,337
662,1
543,65
2981,10
2722,132
6689,322
3467,223
967,157
2883,251
996,10
3715,192
5914,265
5932,39
3720,265
3028,57
1404,316
3686,318
48,42
2458,289
2914,223
2844,303
5808,293
416,289
1052,223
2737,70
4710,10
3643,166
3105,292
3190,251
1114,42
5388,279
3995,303
2317,65
4542,293
411,251
4247,293
4864,311
6101,115
1154,39
4002,138
142,44
553,311
2752,248
3338,39
5484,325
3726,342
2370,145
5974,326
497,260
5239,41
3078,157
740,355
407,165
6300,249
5939,132
5632,37
4578,337
4146,286
2105,83
4758,341
4517,52
36,147
2178,112
352,288
4871,97
6677,166
2703,303
1397,349
6223,301
1283,112
1793,178
3719,316
2322,293
3674,10
2242,39
5782,265
3309,191
2042,261
2046,287
992,192
1825,305
2807,316
5960,223
31,316
6512,293
2841,193
242,239
4594,102
684,293
2280,115
4068,242
2775,195
5899,293
6672,261
4080,248
4118,125
2578,293
2526,197
5741,41
1475,203
5909,200
329,258
6128,359
552,248
6449,228
2516,87
4306,294
862,18
3102,50
3195,288
6387,325
6148,147
5229,62
3320,248
1556,1
4757,311
5426,96
1258,1
2941,147
6331,157
724,251
4566,328
3368,1
5526,287
282,120
3620,115
3260,295
3550,342
2005,190
3654,129
266,1
3303,1
3929,162
1630,251
3468,10
5660,33
14,10
5319,267
5864,312
3722,320
5700,264
3833,288
6028,284
4130,311
1214,316
255,266
1753,233
1578,339
5928,251
95,36
6082,50
839,147
6034,129
647,176
4285,279
2028,132
2598,341
6425,1
4037,42
4484,132
4350,90
4617,316
4540,89
2356,90
5675,96
1354,232
973,170
2868,228
191,251
3197,288
1523,10
2873,47
56,129
4633,36
2990,258
4810,345
2501,288
5115,242
648,177
2437,279
1563,1
1699,39
6119,337
836,135
1298,307
1294,132
1621,172
3634,218
5140,316
6423,249
2796,342
2937,302
429,311
2050,194
1594,286
3108,193
4640,225
449,132
1378,270
6642,50
5722,183
3771,316
2500,50
6272,109
2194,147
2721,102
5690,265
1782,157
4506,223
2091,348
6348,265
4612,6
965,157
4805,5
4841,41
3613,343
1098,138
2623,32
169,194
3100,132
3031,223
2273,114
997,132
4470,248
1405,342
5601,57
4243,223
857,288
5158,293
6231,223
6327,262
3917,345
5772,265
2511,312
3064,181
5510,10
2312,342
5591,218
285,83
6643,50
42,267
368,112
4277,341
2808,95
5762,225
1374,248
5090,251
547,39
347,39
6282,65
3476,147
4437,248
5422,337
5299,251
5863,115
199,265
982,129
386,185
1596,178
1960,293
1241,298
6120,180
4952,279
6099,228
3504,337
1470,147
938,298
5119,125
3950,146
6656,225
2961,73
2240,96
3099,126
240,1
697,181
3005,223
4218,147
2151,306
5664,132
1857,228
6588,276
3797,136
459,138
1662,96
5178,35
2436,41
4209,85
2138,246
1995,80
4634,228
6532,50
1568,41
1515,297
1540,169
3991,129
4802,251
3614,132
495,254
835,248
1913,249
1089,223
6365,72
6549,57
2006,316
2298,261
3428,223
6170,93
3327,245
209,225
217,342
6098,225
2760,167
188,225
5208,303
107,96
1035,223
182,96
1686,189
2161,337
1840,293
3314,36
2134,39
4643,288
3012,49
3806,225
2644,223
1761,10
3716,285
4782,41
3554,267
3820,98
6595,265
5342,311
2567,10
187,114
2816,286
3331,351
2661,133
1005,155
2447,313
6494,96
1951,248
1955,30
3295,83
2196,32
2069,248
4585,269
4635,112
5742,194
2556,31
2382,248
6624,147
3334,239
99,65
1697,237
243,138
3884,338
3380,112
6692,1
1193,337
5667,39
6608,279
2764,10
920,61
750,147
5771,132
66,131
3193,157
2475,50
1489,191
6596,218
3878,225
4812,338
6274,337
3829,337
6142,281
4266,228
3311,142
2375,223
6233,223
254,303
1861,293
3185,109
1725,225
4308,36
5738,288
430,341
1040,39
2197,48
5093,112
3435,192
1383,39
3439,238
5755,337
1543,225
2176,248
3094,50
2148,342
6545,138
1705,265
3157,115
2574,157
921,337
5372,342
6676,234
6201,238
5395,10
207,288
570,60
1639,248
5896,279
5214,293
6208,53
5583,1
3117,147
271,75
5720,125
5915,41
6434,223
2738,264
3351,42
4894,279
1862,223
2253,169
274,155
195,311
1201,293
3868,35
5416,50
783,313
5669,96
2297,108
6113,293
5999,147
1063,312
4564,100
3730,47
2172,22
2859,147
1854,288
1797,120
452,228
6193,27
5585,8
5868,132
2836,276
498,143
716,39
1646,156
2222,145
5898,115
6147,138
3422,41
584,139
6360,39
3930,147
3427,78
75,311
1875,72
3551,303
5244,112
5717,286
5098,83
4680,206
1148,303
5535,91
3575,39
3928,288
5687,191
732,260
4698,248
3202,288
5895,39
594,164
5073,96
2572,39
1209,103
1672,96
4583,223
3326,255
3922,267
868,279
281,223
6427,193
3484,178
5111,129
4242,279
3927,147
1833,283
3045,295
5457,131
3271,288
4541,293
1762,269
6102,96
2505,225
2697,112
4546,138
5815,328
2684,251
3461,65
448,166
2154,49
4998,248
2144,180
4925,1
4408,151
3707,118
4231,107
1415,333
3359,303
6351,251
4273,227
1350,337
2872,265
4073,147
2630,351
2642,10
742,94
150,287
5992,303
1323,138
5520,97
4474,46
6227,251
3639,118
2402,211
5446,53
1317,289
5634,223
731,293
5363,293
4295,218
1940,56
2903,94
746,248
1593,326
438,100
5200,1
3880,39
2139,342
4383,351
4200,228
6131,225
844,200
2435,49
2221,164
3609,357
5680,295
4867,19
4866,1
4302,228
3586,211
1424,50
4098,193
5749,262
5373,295
4727,225
4392,129
5478,338
4830,138
4158,225
2077,199
4011,225
580,251
3358,251
4945,132
3453,41
2067,228
1399,132
995,286
4972,337
318,293
192,293
4840,147
5482,108
124,292
6518,288
656,31
5294,62
2251,191
360,223
6502,275
2683,236
2223,92
592,253
3462,10
2646,132
950,288
3605,304
2403,61
2407,138
3845,301
6175,293
3080,358
1925,272
414,316
4626,239
1885,1
4419,147
296,265
3417,288
2717,179
374,316
357,65
5636,129
853,132
1007,225
3780,1
2248,133
3342,39
5603,342
6291,1
4630,81
4604,185
929,112
5947,10
2761,342
1845,293
2958,265
35,288
2024,129
3261,1
1341,112
5030,90
5639,31
2909,32
5485,288
1079,228
5175,268
5275,85
2858,265
2202,311
828,103
3853,172
2638,248
5641,288
1911,293
1826,351
453,329
2111,350
5382,228
858,276
5517,31
748,132
1608,39
4486,228
4607,248
1733,293
116,223
1342,218
3346,10
4888,207
1022,129
5713,268
776,286
2121,223
4891,39
4577,36
1426,39
2561,293
2581,223
5952,83
4389,129
5552,91
1368,239
2632,68
3361,117
1991,303
777,288
1305,129
624,333
3941,251
2911,256
2970,277
1391,147
4196,39
394,115
5320,178
37,185
299,169
3948,223
5059,41
4695,228
3251,38
4164,251
126,223
4655,132
5261,10
5638,288
3572,293
6634,333
3089,129
1308,3
1066,248
4608,279
5092,31
4786,140
2789,52
4683,337
5054,307
4826,239
5571,223
427,159
6182,138
2788,10
1282,303
1262,223
6363,353
1972,275
6065,188
3042,301
5711,30
3983,308
1366,157
3241,157
2821,129
111,129
5258,112
5364,47
6217,41
5965,261
3301,223
887,138
865,147
6328,112
5266,299
5219,287
4895,1
5757,359
4370,311
1860,248
1130,239
4385,112
4448,293
2494,288
1928,96
2342,143
198,342
179,4
620,132
400,303
4497,132
4214,219
4853,114
1159,226
482,39
1246,248
691,316
2364,39
5656,132
373,39
2311,303
1346,303
5356,288
215,279
1080,254
539,292
1097,138
2422,248
5171,50
2533,308
5708,279
4063,359
930,191
4386,304
284,306
454,248
3433,336
751,358
6578,125
2310,223
1562,41
2314,225
5211,239
3444,138
2922,83
1565,223
4953,269
5053,39
3156,316
545,293
5154,293
1649,132
5780,138
1205,39
3236,279
4463,169
3293,311
3284,303
4719,337
6160,180
5514,112
1060,138
644,316
723,132
4211,192
2815,311
2793,148
2549,293
1974,147
627,336
1644,232
826,188
4530,90
1942,10
4120,54
3673,5
3336,349
4901,41
2036,350
4730,223
6067,312
3761,192
3873,251
2481,351
5731,1
3013,308
349,56
3254,91
3861,147
509,41
2960,359
480,1
29,39
2539,230
6636,303
3559,181
1802,98
3672,293
1923,96
5624,228
3423,174
1367,251
