1379,129
4476,150
797,291
6191,239
2630,351
1072,258
1545,117
6062,303
355,1
3590,187
6388,189
5149,187
2821,130
902,356
727,135
4060,243
1349,31
252,254
5789,129
6476,340
859,346
5942,337
543,193
4531,247
6185,105
3192,147
5093,217
94,1
6596,134
4285,109
6380,173
1356,223
5421,337
4687,192
4372,349
4155,312
877,313
5613,38
5019,53
3941,308
4720,225
6000,288
1329,225
1235,41
2924,225
237,187
3797,75
1096,96
4691,193
4217,41
6067,87
979,39
3906,337
5325,316
1236,288
792,216
2411,107
3164,292
4126,192
5639,265
6082,36
2294,293
6399,96
5196,316
6259,355
5963,157
2125,329
2979,129
5037,289
6173,196
2351,349
1040,39
6546,105
6371,265
901,223
989,337
1925,311
672,294
5582,68
4594,102
2153,341
3376,316
2461,38
5385,192
2504,288
3799,112
6066,248
529,207
4914,225
5400,117
2352,112
2800,286
2537,29
5467,258
131,163
1183,219
614,50
1222,223
3034,93
6277,286
3916,210
5628,91
221,91
5308,40
5738,288
3544,138
5650,251
4296,129
3637,219
769,292
5867,93
2320,72
5334,147
1373,342
1470,147
5548,70
3534,157
6470,250
2731,311
1600,238
2823,132
4316,312
3780,1
2753,166
4039,258
370,83
1279,112
2546,138
1102,39
5081,305
4428,261
4639,333
101,318
5007,355
6292,129
3872,132
4407,279
4826,302
6157,56
2752,18
4697,39
5458,353
4473,289
5713,36
3737,132
6160,183
5158,293
788,148
6218,221
1524,1
5004,262
4257,32
2648,303
3085,282
5757,359
460,40
1894,1
1710,225
1448,218
182,96
4408,138
5570,188
1194,32
3124,303
6044,254
2614,132
4544,195
2737,322
1056,342
762,166
1158,267
1668,272
388,303
2048,207
1390,201
2767,267
6348,265
2223,248
2732,1
3438,171
234,126
5104,211
6166,138
4833,298
4091,345
171,147
3017,0
6530,342
5563,96
1439,297
3482,303
4909,293
3151,78
2555,39
2250,151
6433,134
1113,83
1018,92
4894,112
5446,238
4075,316
1631,65
971,329
3133,41
1151,257
3725,102
3441,41
875,147
868,279
3518,305
4671,326
2233,312
6487,293
2627,175
3599,132
4495,41
409,299
2178,286
1787,293
3663,56
4194,96
4325,202
910,251
1195,200
970,331
1530,129
5228,96
4652,254
293,270
1830,175
6671,65
2052,342
1594,3
6355,132
3366,227
2044,269
5589,249
4803,211
3608,225
4980,95
1544,342
2498,128
2543,236
692,192
6475,50
5070,322
3575,289
1739,303
170,323
4758,355
4555,29
3755,89
6272,50
1400,61
2554,35
3580,38
2143,178
3821,335
1509,77
4653,311
1459,247
1804,136
243,308
3228,265
6426,251
5759,22
1193,337
3190,219
4254,347
63,337
1656,337
2917,138
3069,1
347,39
5985,337
1917,288
1508,347
909,265
5620,244
493,210
6428,357
2675,176
5684,316
2237,190
4870,125
2586,114
1672,165
2762,295
6275,284
622,303
6571,157
4666,166
183,72
2904,303
975,246
6573,112
5500,88
3463,225
4863,228
4690,5
2417,288
1929,304
3436,128
1977,169
4551,50
5609,311
4061,17
820,239
2104,288
3633,42
2005,68
4240,302
4019,96
6378,274
5363,293
4460,97
5119,125
